OriginalName,Organizations,Type,CleanName,CleanNameNoMiddle,IsDuplicate
"Niven, Robert",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Niven, Robert","Niven, Robert",FALSE
"Rahnama, Hossein",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Rahnama, Hossein","Rahnama, Hossein",FALSE
"Scarlett, Tracey",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Scarlett, Tracey","Scarlett, Tracey",FALSE
"Shortreed, Sarah",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Shortreed, Sarah","Shortreed, Sarah",FALSE
"Weissenberger, John",Natural Sciences and Engineering Research Council,Govenor In Council Appointments,"Weissenberger, John","Weissenberger, John",FALSE
"McLean, Carl",North Atlantic Salmon Conservation Organization,Govenor In Council Appointments,"McLean, Carl","McLean, Carl",FALSE
"Nadeau, Richard",North Atlantic Salmon Conservation Organization,Govenor In Council Appointments,"Nadeau, Richard","Nadeau, Richard",FALSE
"Tebb, Terry",North Pacific Anadromous Fish Commission,Govenor In Council Appointments,"Tebb, Terry","Tebb, Terry",FALSE
"Chapman, Bruce",Northwest Atlantic Fisheries Commission,Govenor In Council Appointments,"Chapman, Bruce","Chapman, Bruce",FALSE
"Chidley, Gerard",Northwest Atlantic Fisheries Commission,Govenor In Council Appointments,"Chidley, Gerard","Chidley, Gerard",FALSE
"Stringer, Kevin",Northwest Atlantic Fisheries Commission,Govenor In Council Appointments,"Stringer, Kevin","Stringer, Kevin",FALSE
"Kovic, Ben",Nunavut Wildlife Management Board,Govenor In Council Appointments,"Kovic, Ben","Kovic, Ben",FALSE
"Kritterdlik, David",Nunavut Wildlife Management Board,Govenor In Council Appointments,"Kritterdlik, David","Kritterdlik, David",FALSE
"Ferguson, Michael",Office of the Auditor General of Canada,Govenor In Council Appointments,"Ferguson, Michael","Ferguson, Michael",FALSE
"Mayrand, Marc",Office of the Chief Electoral Officer,Govenor In Council Appointments,"Mayrand, Marc","Mayrand, Marc",FALSE
"Brooks, William",Office of the Commissioner for Federal Judicial Affairs,Govenor In Council Appointments,"Brooks, William","Brooks, William",FALSE
"Fraser, Graham",Office of the Commissioner of Official Languages for Canada,Govenor In Council Appointments,"Fraser, Graham","Fraser, Graham",FALSE
"Plouffe, Jean-Pierre",Office of the Communications Security Establishment Commissioner,Govenor In Council Appointments,"Plouffe, Jean-Pierre","Plouffe, Jean-Pierre",FALSE
"Ballantyne, Meena",Office of the Coordinator (Status of Women Canada),Govenor In Council Appointments,"Ballantyne, Meena","Ballantyne, Meena",FALSE
"Roussel, Kathleen",Office of the Director of Public Prosecutions,Govenor In Council Appointments,"Roussel, Kathleen","Roussel, Kathleen",FALSE
"Davidson, Jeffrey",Office of the Extractive Sector Corporate Social Responsibility Counsellor,Govenor In Council Appointments,"Davidson, Jeffrey","Davidson, Jeffrey",FALSE
"O'Sullivan, Susan",Office of the Federal Ombudsman for Victims of Crime,Govenor In Council Appointments,"O'Sullivan, Susan","O'Sullivan, Susan",FALSE
"Legault, Suzanne",Office of the Information Commissioner,Govenor In Council Appointments,"Legault, Suzanne","Legault, Suzanne",FALSE
"Walbourne, Gary",Office of the Ombudsperson for the Department of National Defence and the Canadian Forces,Govenor In Council Appointments,"Walbourne, Gary","Walbourne, Gary",FALSE
"Therrien, Daniel",Office of the Privacy Commissioner,Govenor In Council Appointments,"Therrien, Daniel","Therrien, Daniel",FALSE
"Brunetta, Frank",Office of the Procurement Ombudsman,Govenor In Council Appointments,"Brunetta, Frank","Brunetta, Frank",FALSE
"Friday, Joe",Office of the Public Sector Integrity Commissioner,Govenor In Council Appointments,"Friday, Joe","Friday, Joe",FALSE
"Ricard, Lyse",Office of the Senate Ethics Officer,Govenor In Council Appointments,"Ricard, Lyse","Ricard, Lyse",FALSE
"Profit, Sherra",Office of the Taxpayers' Ombudsman,Govenor In Council Appointments,"Profit, Sherra","Profit, Sherra",FALSE
"Lafond, George",Office of the Treaty Commissioner in Saskatchewan,Govenor In Council Appointments,"Lafond, George","Lafond, George",FALSE
"Parent, Guy",Office of the Veterans' Ombudsman,Govenor In Council Appointments,"Parent, Guy","Parent, Guy",FALSE
"Larsen, Edward Clarke (Ted)",Halifax Port Authority,Govenor In Council Appointments,"Larsen, Ted","Larsen, Ted",FALSE
"Prefontaine, Paul",Pacific Pilotage Authority,Govenor In Council Appointments,"Prefontaine, Paul","Prefontaine, Paul",FALSE
"Watson, Daniel",Parks Canada Agency,Govenor In Council Appointments,"Watson, Daniel","Watson, Daniel",FALSE
"Allard, Ren_",Parole Board of Canada,Govenor In Council Appointments,"Allard, Ren_","Allard, Ren_",FALSE
"Andersen, Bent",Parole Board of Canada,Govenor In Council Appointments,"Andersen, Bent","Andersen, Bent",FALSE
"Asselin, Anne-Marie",Parole Board of Canada,Govenor In Council Appointments,"Asselin, Anne-Marie","Asselin, Anne-Marie",FALSE
"Barron, François",Parole Board of Canada,Govenor In Council Appointments,"Barron, François","Barron, François",FALSE
"Bastarache, Maurice",Parole Board of Canada,Govenor In Council Appointments,"Bastarache, Maurice","Bastarache, Maurice",FALSE
"B_lisle, Richard",Parole Board of Canada,Govenor In Council Appointments,"B_lisle, Richard","B_lisle, Richard",FALSE
"Blackburn, Dave",Parole Board of Canada,Govenor In Council Appointments,"Blackburn, Dave","Blackburn, Dave",FALSE
"Bouchard, Jacques",Parole Board of Canada,Govenor In Council Appointments,"Bouchard, Jacques","Bouchard, Jacques",FALSE
"Cadieux, Pierre",Parole Board of Canada,Govenor In Council Appointments,"Cadieux, Pierre","Cadieux, Pierre",FALSE
"Cantin, Francine",Parole Board of Canada,Govenor In Council Appointments,"Cantin, Francine","Cantin, Francine",FALSE
"Cenaiko, Harvey",Parole Board of Canada,Govenor In Council Appointments,"Cenaiko, Harvey","Cenaiko, Harvey",FALSE
"Chapelle, Simon",Parole Board of Canada,Govenor In Council Appointments,"Chapelle, Simon","Chapelle, Simon",FALSE
"Chartrand, Suzanne",Parole Board of Canada,Govenor In Council Appointments,"Chartrand, Suzanne","Chartrand, Suzanne",FALSE
"Crooks Day, Natasha",Parole Board of Canada,Govenor In Council Appointments,"Crooks Day, Natasha","Crooks Day, Natasha",FALSE
"Cross, Linda",Parole Board of Canada,Govenor In Council Appointments,"Cross, Linda","Cross, Linda",FALSE
"Dantzer, Alex",Parole Board of Canada,Govenor In Council Appointments,"Dantzer, Alex","Dantzer, Alex",FALSE
"Dinn, Doreen",Parole Board of Canada,Govenor In Council Appointments,"Dinn, Doreen","Dinn, Doreen",FALSE
"Dubreuil, Steven",Parole Board of Canada,Govenor In Council Appointments,"Dubreuil, Steven","Dubreuil, Steven",FALSE
"Gunn, Gerald",Parole Board of Canada,Govenor In Council Appointments,"Gunn, Gerald","Gunn, Gerald",FALSE
"Haasbeek, Patricia",Parole Board of Canada,Govenor In Council Appointments,"Haasbeek, Patricia","Haasbeek, Patricia",FALSE
"Hall, Laura",Parole Board of Canada,Govenor In Council Appointments,"Hall, Laura","Hall, Laura",FALSE
"Harris, Louise",Parole Board of Canada,Govenor In Council Appointments,"Harris, Louise","Harris, Louise",FALSE
"Johnson, Stephen",Parole Board of Canada,Govenor In Council Appointments,"Johnson, Stephen","Johnson, Stephen",FALSE
"Jolette, Denis",Parole Board of Canada,Govenor In Council Appointments,"Jolette, Denis","Jolette, Denis",FALSE
"Kuban, Ron",Parole Board of Canada,Govenor In Council Appointments,"Kuban, Ron","Kuban, Ron",FALSE
"Lacroix, H_lène",Parole Board of Canada,Govenor In Council Appointments,"Lacroix, H_lène","Lacroix, H_lène",FALSE
"Lafrenière, Michel",Parole Board of Canada,Govenor In Council Appointments,"Lafrenière, Michel","Lafrenière, Michel",FALSE
"Lalonde, Michel",Parole Board of Canada,Govenor In Council Appointments,"Lalonde, Michel","Lalonde, Michel",FALSE
"LeBlanc, Guy",Parole Board of Canada,Govenor In Council Appointments,"LeBlanc, Guy","LeBlanc, Guy",FALSE
"Lennon, Linda",Parole Board of Canada,Govenor In Council Appointments,"Lennon, Linda","Lennon, Linda",FALSE
"Louhela, Lori",Parole Board of Canada,Govenor In Council Appointments,"Louhela, Lori","Louhela, Lori",FALSE
"Majedi, Maryam",Parole Board of Canada,Govenor In Council Appointments,"Majedi, Maryam","Majedi, Maryam",FALSE
"Marshall, Robert",Parole Board of Canada,Govenor In Council Appointments,"Marshall, Robert","Marshall, Robert",FALSE
"McCormick, Mitchell",Parole Board of Canada,Govenor In Council Appointments,"McCormick, Mitchell","McCormick, Mitchell",FALSE
"McGraw, Louis-Philippe",Parole Board of Canada,Govenor In Council Appointments,"McGraw, Louis-Philippe","McGraw, Louis-Philippe",FALSE
"McRae, Gordon",Parole Board of Canada,Govenor In Council Appointments,"McRae, Gordon","McRae, Gordon",FALSE
"Pallascio, Michel",Parole Board of Canada,Govenor In Council Appointments,"Pallascio, Michel","Pallascio, Michel",FALSE
"Plater, Lori",Parole Board of Canada,Govenor In Council Appointments,"Plater, Lori","Plater, Lori",FALSE
"Roussel, Gilles",Parole Board of Canada,Govenor In Council Appointments,"Roussel, Gilles","Roussel, Gilles",FALSE
"Sweet, Paul",Parole Board of Canada,Govenor In Council Appointments,"Sweet, Paul","Sweet, Paul",FALSE
"Tielman, Walter",Parole Board of Canada,Govenor In Council Appointments,"Tielman, Walter","Tielman, Walter",FALSE
"Trowbridge, Chris",Parole Board of Canada,Govenor In Council Appointments,"Trowbridge, Chris","Trowbridge, Chris",FALSE
"Turmel, Paul",Parole Board of Canada,Govenor In Council Appointments,"Turmel, Paul","Turmel, Paul",FALSE
"Vacing, Lorrie",Parole Board of Canada,Govenor In Council Appointments,"Vacing, Lorrie","Vacing, Lorrie",FALSE
"Zuk, Colleen",Parole Board of Canada,Govenor In Council Appointments,"Zuk, Colleen","Zuk, Colleen",FALSE
"Bogoroch, Richard",Patented Medicine Prices Review Board,Govenor In Council Appointments,"Bogoroch, Richard","Bogoroch, Richard",FALSE
"Levine, Mitchell",Patented Medicine Prices Review Board,Govenor In Council Appointments,"Levine, Mitchell","Levine, Mitchell",FALSE
"Tremblay, Normand",Patented Medicine Prices Review Board,Govenor In Council Appointments,"Tremblay, Normand","Tremblay, Normand",FALSE
"Cawley, Sandra",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Cawley, Sandra","Cawley, Sandra",FALSE
"Chandler, Michael",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Chandler, Michael","Chandler, Michael",FALSE
"Chevalier, Claude",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Chevalier, Claude","Chevalier, Claude",FALSE
"Divaris, Gerassimos",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Divaris, Gerassimos","Divaris, Gerassimos",FALSE
"Laflamme, Jacques",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Laflamme, Jacques","Laflamme, Jacques",FALSE
"L'?cuyer, Mathieu",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"L'?cuyer, Mathieu","L'?cuyer, Mathieu",FALSE
"Lester, Shawn",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Lester, Shawn","Lester, Shawn",FALSE
"Pal, Surinder",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Pal, Surinder","Pal, Surinder",FALSE
"Rundell, Douglas",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Rundell, Douglas","Rundell, Douglas",FALSE
"Tyson, Marian",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"Tyson, Marian","Tyson, Marian",FALSE
"White, James",Payments in lieu of Taxes Dispute Advisory Panel,Govenor In Council Appointments,"White, James","White, James",FALSE
"Newton, Tim",Permanent Engineering Board,Govenor In Council Appointments,"Newton, Tim","Newton, Tim",FALSE
"Trumper, Gillian",Port Alberni Port Authority,Govenor In Council Appointments,"Trumper, Gillian","Trumper, Gillian",FALSE
"Beck, John",PPP Canada Inc.,Govenor In Council Appointments,"Beck, John","Beck, John",FALSE
"Byers, Rick",PPP Canada Inc.,Govenor In Council Appointments,"Byers, Rick","Byers, Rick",FALSE
"Comper, Anthony",PPP Canada Inc.,Govenor In Council Appointments,"Comper, Anthony","Comper, Anthony",FALSE
"McBride, John",PPP Canada Inc.,Govenor In Council Appointments,"McBride, John","McBride, John",FALSE
"O'Brien, Sheila",PPP Canada Inc.,Govenor In Council Appointments,"O'Brien, Sheila","O'Brien, Sheila",FALSE
"Taylor, Gregory",Public Health Agency of Canada,Govenor In Council Appointments,"Taylor, Gregory","Taylor, Gregory",FALSE
"Barker, Cheryl",Public Sector Pension Investment Board,Govenor In Council Appointments,"Barker, Cheryl","Barker, Cheryl",FALSE
"Bean, Diane",Public Sector Pension Investment Board,Govenor In Council Appointments,"Bean, Diane","Bean, Diane",FALSE
"Bouchard, Micheline",Public Sector Pension Investment Board,Govenor In Council Appointments,"Bouchard, Micheline","Bouchard, Micheline",FALSE
"Courville, L_on",Public Sector Pension Investment Board,Govenor In Council Appointments,"Courville, L_on","Courville, L_on",FALSE
"Gage, Anthony",Public Sector Pension Investment Board,Govenor In Council Appointments,"Gage, Anthony","Gage, Anthony",FALSE
"Garven, Garnet",Public Sector Pension Investment Board,Govenor In Council Appointments,"Garven, Garnet","Garven, Garnet",FALSE
"Glynn, Martin",Public Sector Pension Investment Board,Govenor In Council Appointments,"Glynn, Martin","Glynn, Martin",FALSE
"Haight, Lynn",Public Sector Pension Investment Board,Govenor In Council Appointments,"Haight, Lynn","Haight, Lynn",FALSE
"Hodgson, Timothy",Public Sector Pension Investment Board,Govenor In Council Appointments,"Hodgson, Timothy","Hodgson, Timothy",FALSE
"Mueller, Michael",Public Sector Pension Investment Board,Govenor In Council Appointments,"Mueller, Michael","Mueller, Michael",FALSE
Deloitte LLP,Public Sector Pension Investment Board,Govenor In Council Appointments,Deloitte LLP,Deloitte LLP,FALSE
Deloitte LLP,Public Sector Pension Investment Board,Govenor In Council Appointments,Deloitte LLP,Deloitte LLP,FALSE
"B_dard, Marie-Jos_e",Public Servants Disclosure Protection Tribunal,Govenor In Council Appointments,"B_dard, Marie-Jos_e","B_dard, Marie-Jos_e",FALSE
"St-Louis, Martine",Public Servants Disclosure Protection Tribunal,Govenor In Council Appointments,"St-Louis, Martine","St-Louis, Martine",FALSE
"Cartwright, Susan",Public Service Commission,Govenor In Council Appointments,"Cartwright, Susan","Cartwright, Susan",FALSE
"Donoghue, Christine",Public Service Commission,Govenor In Council Appointments,"Donoghue, Christine","Donoghue, Christine",FALSE
"Robinson, Anne-Marie",Public Service Commission,Govenor In Council Appointments,"Robinson, Anne-Marie","Robinson, Anne-Marie",FALSE
"Tucker, Daniel",Public Service Commission,Govenor In Council Appointments,"Tucker, Daniel","Tucker, Daniel",FALSE
"Daigle, Nathalie",Public Service Labour Relations and Employment Board,Govenor In Council Appointments,"Daigle, Nathalie","Daigle, Nathalie",FALSE
"Ebbs, Catherine",Public Service Labour Relations and Employment Board,Govenor In Council Appointments,"Ebbs, Catherine","Ebbs, Catherine",FALSE
"Perrault, Marie-Claire",Public Service Labour Relations and Employment Board,Govenor In Council Appointments,"Perrault, Marie-Claire","Perrault, Marie-Claire",FALSE
"Shannon, Margaret",Public Service Labour Relations and Employment Board,Govenor In Council Appointments,"Shannon, Margaret","Shannon, Margaret",FALSE
"Aylward, Christopher",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Aylward, Christopher","Aylward, Christopher",FALSE
"Benson, Robyn",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Benson, Robyn","Benson, Robyn",FALSE
"Bittman, Shannon",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Bittman, Shannon","Bittman, Shannon",FALSE
"Cochrane, Ron",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Cochrane, Ron","Cochrane, Ron",FALSE
"Doiron, Michel",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Doiron, Michel","Doiron, Michel",FALSE
"Ellis, Karen",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Ellis, Karen","Ellis, Karen",FALSE
"Forand, Liseanne",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Forand, Liseanne","Forand, Liseanne",FALSE
"Isaacs, Milton",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Isaacs, Milton","Isaacs, Milton",FALSE
"Mounier, Marie-Geneviève",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Mounier, Marie-Geneviève","Mounier, Marie-Geneviève",FALSE
"Poirier, Claude",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Poirier, Claude","Poirier, Claude",FALSE
"Soulière, Jean-Guy",Public Service Pension Advisory Committee,Govenor In Council Appointments,"Soulière, Jean-Guy","Soulière, Jean-Guy",FALSE
"Bernier, Denis",Qu_bec Port Authority,Govenor In Council Appointments,"Bernier, Denis","Bernier, Denis",FALSE
"Rivard, Pierre",Qu_bec Port Authority,Govenor In Council Appointments,"Rivard, Pierre","Rivard, Pierre",FALSE
"Rousseau, Claude",Qu_bec Port Authority,Govenor In Council Appointments,"Rousseau, Claude","Rousseau, Claude",FALSE
"Tremblay, Marie-Soleil",Qu_bec Port Authority,Govenor In Council Appointments,"Tremblay, Marie-Soleil","Tremblay, Marie-Soleil",FALSE
"Allen, Cindy",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Allen, Cindy","Allen, Cindy",FALSE
"Allen, Ronald",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Allen, Ronald","Allen, Ronald",FALSE
"Carnogursky, Jozef",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Carnogursky, Jozef","Carnogursky, Jozef",FALSE
"Charlie, Johnnie",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Charlie, Johnnie","Charlie, Johnnie",FALSE
"Doan, Doug",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Doan, Doug","Doan, Doug",FALSE
"Hunt, Kenneth",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Hunt, Kenneth","Hunt, Kenneth",FALSE
"Jerome, Sarah",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Jerome, Sarah","Jerome, Sarah",FALSE
"Pascal, Eugene",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Pascal, Eugene","Pascal, Eugene",FALSE
"Snowshoe, Charlie",Renewable Resources Board (Gwich'in),Govenor In Council Appointments,"Snowshoe, Charlie","Snowshoe, Charlie",FALSE
"Allen, Lesley",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Allen, Lesley","Allen, Lesley",FALSE
"Barnaby, George",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Barnaby, George","Barnaby, George",FALSE
"Bobinski, Patrick",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Bobinski, Patrick","Bobinski, Patrick",FALSE
"Kenny, Leonard",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Kenny, Leonard","Kenny, Leonard",FALSE
"Latour, Paul",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Latour, Paul","Latour, Paul",FALSE
"Neyelle, Michael",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Neyelle, Michael","Neyelle, Michael",FALSE
"Rabisca, Camilla",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Rabisca, Camilla","Rabisca, Camilla",FALSE
"Walker, Jeff",Renewable Resources Board (Sahtu),Govenor In Council Appointments,"Walker, Jeff","Walker, Jeff",FALSE
"Nicholson, Fred",Roosevelt Campobello International Park Commission,Govenor In Council Appointments,"Nicholson, Fred","Nicholson, Fred",FALSE
"Dancosse, Guy",Royal Canadian Mint,Govenor In Council Appointments,"Dancosse, Guy","Dancosse, Guy",FALSE
"Dujmovic, Susan",Royal Canadian Mint,Govenor In Council Appointments,"Dujmovic, Susan","Dujmovic, Susan",FALSE
"Hanington, Sandra",Royal Canadian Mint,Govenor In Council Appointments,"Hanington, Sandra","Hanington, Sandra",FALSE
"Harvey, Ghislain",Royal Canadian Mint,Govenor In Council Appointments,"Harvey, Ghislain","Harvey, Ghislain",FALSE
"Joynt, Carman",Royal Canadian Mint,Govenor In Council Appointments,"Joynt, Carman","Joynt, Carman",FALSE
"Skelton, Carol",Royal Canadian Mint,Govenor In Council Appointments,"Skelton, Carol","Skelton, Carol",FALSE
"Staples-Lyon, Bonnie",Royal Canadian Mint,Govenor In Council Appointments,"Staples-Lyon, Bonnie","Staples-Lyon, Bonnie",FALSE
"Walker, Elizabeth",Royal Canadian Mounted Police External Review Committee,Govenor In Council Appointments,"Walker, Elizabeth","Walker, Elizabeth",FALSE
"Bergeron, Jean-Guy",Saguenay Port Authority,Govenor In Council Appointments,"Bergeron, Jean-Guy","Bergeron, Jean-Guy",FALSE
"Bonneau, Jean-Guy",Saguenay Port Authority,Govenor In Council Appointments,"Bonneau, Jean-Guy","Bonneau, Jean-Guy",FALSE
"Bouchard, Martial",Saguenay Port Authority,Govenor In Council Appointments,"Bouchard, Martial","Bouchard, Martial",FALSE
"Gagnon, Lauraine",Saguenay Port Authority,Govenor In Council Appointments,"Gagnon, Lauraine","Gagnon, Lauraine",FALSE
"Harvey, Jean-S_bastien",Saguenay Port Authority,Govenor In Council Appointments,"Harvey, Jean-S_bastien","Harvey, Jean-S_bastien",FALSE
"Blais, Pierre",Security Intelligence Review Committee,Govenor In Council Appointments,"Blais, Pierre","Blais, Pierre",FALSE
"Morin, Marie-Lucie",Security Intelligence Review Committee,Govenor In Council Appointments,"Morin, Marie-Lucie","Morin, Marie-Lucie",FALSE
"Robert, Charles",Senate,Govenor In Council Appointments,"Robert, Charles","Robert, Charles",FALSE
"C?t_, Pierre",Sept-'les Port Authority,Govenor In Council Appointments,"C?t_, Pierre","C?t_, Pierre",FALSE
"Langlois, Manon",Sept-'les Port Authority,Govenor In Council Appointments,"Langlois, Manon","Langlois, Manon",FALSE
"Ouellet, Avit",Sept-'les Port Authority,Govenor In Council Appointments,"Ouellet, Avit","Ouellet, Avit",FALSE
"Turmel, François",Sept-'les Port Authority,Govenor In Council Appointments,"Turmel, François","Turmel, François",FALSE
"Arthur, Mairi",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Arthur, Mairi","Arthur, Mairi",FALSE
"Audet, Jos_e",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Audet, Jos_e","Audet, Jos_e",FALSE
"Cooke, Neil",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Cooke, Neil","Cooke, Neil",FALSE
"Dufour, Jean-Marie",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Dufour, Jean-Marie","Dufour, Jean-Marie",FALSE
"Dybenko, Ginny",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Dybenko, Ginny","Dybenko, Ginny",FALSE
"Horgan, Patrick",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Horgan, Patrick","Horgan, Patrick",FALSE
"Schnarr, Karin",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Schnarr, Karin","Schnarr, Karin",FALSE
"Thibodeau-DeGuire, Michèle",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Thibodeau-DeGuire, Michèle","Thibodeau-DeGuire, Michèle",FALSE
"Watters, Carolyn",Social Sciences and Humanities Research Council,Govenor In Council Appointments,"Watters, Carolyn","Watters, Carolyn",FALSE
"Ahlfeld, Pamila",Social Security Tribunal,Govenor In Council Appointments,"Ahlfeld, Pamila","Ahlfeld, Pamila",FALSE
"Antonichuk, Rodney",Social Security Tribunal,Govenor In Council Appointments,"Antonichuk, Rodney","Antonichuk, Rodney",FALSE
"Bhullar, Jatinder",Social Security Tribunal,Govenor In Council Appointments,"Bhullar, Jatinder","Bhullar, Jatinder",FALSE
"Blanchard, Joanne",Social Security Tribunal,Govenor In Council Appointments,"Blanchard, Joanne","Blanchard, Joanne",FALSE
"Boudreault, Alcide",Social Security Tribunal,Govenor In Council Appointments,"Boudreault, Alcide","Boudreault, Alcide",FALSE
"Bourque, Charline",Social Security Tribunal,Govenor In Council Appointments,"Bourque, Charline","Bourque, Charline",FALSE
"Brazeau, Murielle",Social Security Tribunal,Govenor In Council Appointments,"Brazeau, Murielle","Brazeau, Murielle",FALSE
"Broad, Patricia",Social Security Tribunal,Govenor In Council Appointments,"Broad, Patricia","Broad, Patricia",FALSE
"Cardillo, Antoinette",Social Security Tribunal,Govenor In Council Appointments,"Cardillo, Antoinette","Cardillo, Antoinette",FALSE
"Cheng, Shu-Tai",Social Security Tribunal,Govenor In Council Appointments,"Cheng, Shu-Tai","Cheng, Shu-Tai",FALSE
"Durand, Claude",Social Security Tribunal,Govenor In Council Appointments,"Durand, Claude","Durand, Claude",FALSE
"Gaily, Margaret",Social Security Tribunal,Govenor In Council Appointments,"Gaily, Margaret","Gaily, Margaret",FALSE
"Lafontaine, Pierre",Social Security Tribunal,Govenor In Council Appointments,"Lafontaine, Pierre","Lafontaine, Pierre",FALSE
"Leduc, Lucie",Social Security Tribunal,Govenor In Council Appointments,"Leduc, Lucie","Leduc, Lucie",FALSE
"Lew, Janet",Social Security Tribunal,Govenor In Council Appointments,"Lew, Janet","Lew, Janet",FALSE
"Lucas, Brisette",Social Security Tribunal,Govenor In Council Appointments,"Lucas, Brisette","Lucas, Brisette",FALSE
"Martel, John",Social Security Tribunal,Govenor In Council Appointments,"Martel, John","Martel, John",FALSE
"Mondou, Nicole",Social Security Tribunal,Govenor In Council Appointments,"Mondou, Nicole","Mondou, Nicole",FALSE
"Morin, Normand",Social Security Tribunal,Govenor In Council Appointments,"Morin, Normand","Morin, Normand",FALSE
"O'Neil, Patrick",Social Security Tribunal,Govenor In Council Appointments,"O'Neil, Patrick","O'Neil, Patrick",FALSE
"Palantzas, Eleni",Social Security Tribunal,Govenor In Council Appointments,"Palantzas, Eleni","Palantzas, Eleni",FALSE
"Pappas, Takis",Social Security Tribunal,Govenor In Council Appointments,"Pappas, Takis","Pappas, Takis",FALSE
"Payment, Jean-Philippe",Social Security Tribunal,Govenor In Council Appointments,"Payment, Jean-Philippe","Payment, Jean-Philippe",FALSE
"Qiao, Shuang",Social Security Tribunal,Govenor In Council Appointments,"Qiao, Shuang","Qiao, Shuang",FALSE
"Raphael, Raymond",Social Security Tribunal,Govenor In Council Appointments,"Raphael, Raymond","Raphael, Raymond",FALSE
"Ross, Hazelyn",Social Security Tribunal,Govenor In Council Appointments,"Ross, Hazelyn","Ross, Hazelyn",FALSE
"Rouleau, Aline",Social Security Tribunal,Govenor In Council Appointments,"Rouleau, Aline","Rouleau, Aline",FALSE
"Russell, Shannon",Social Security Tribunal,Govenor In Council Appointments,"Russell, Shannon","Russell, Shannon",FALSE
"Shamatutu, Freda",Social Security Tribunal,Govenor In Council Appointments,"Shamatutu, Freda","Shamatutu, Freda",FALSE
"Smith, Susan",Social Security Tribunal,Govenor In Council Appointments,"Smith, Susan","Smith, Susan",FALSE
"Temkin, Kelly",Social Security Tribunal,Govenor In Council Appointments,"Temkin, Kelly","Temkin, Kelly",FALSE
"Trojek, Heather",Social Security Tribunal,Govenor In Council Appointments,"Trojek, Heather","Trojek, Heather",FALSE
"Wilton, Carol",Social Security Tribunal,Govenor In Council Appointments,"Wilton, Carol","Wilton, Carol",FALSE
"Mainville, Johanne",Specific Claims Tribunal,Govenor In Council Appointments,"Mainville, Johanne","Mainville, Johanne",FALSE
"Morrissey, Roxanne",St. John's Port Authority,Govenor In Council Appointments,"Morrissey, Roxanne","Morrissey, Roxanne",FALSE
"Pietroniro, Alain",St. Mary and Milk Rivers (Boundary Waters Treaty),Govenor In Council Appointments,"Pietroniro, Alain","Pietroniro, Alain",FALSE
