OriginalName,Organizations,Type,CleanName,CleanNameNoMiddle,IsDuplicate
Georges Boiss?,Ambassador to ??,Ambassador,"Boiss?, Georges","Boiss?, Georges",FALSE
G?rard Latulippe,Ambassador to ?United Nations (Geneva)??,Ambassador,"Latulippe, G?rard","Latulippe, G?rard",FALSE
Greg Giokas,Ambassador to ?South Korea??,Ambassador,"Giokas, Greg","Giokas, Greg",FALSE
Heather A. Grant,Ambassador to ?Egypt??,Ambassador,"Grant, Heather","Grant, Heather",FALSE
Isabelle Poupart,Ambassador to ?United States??,Ambassador,"Poupart, Isabelle","Poupart, Isabelle",FALSE
Jamal Khokhar,Ambassador to ??,Ambassador,"Khokhar, Jamal","Khokhar, Jamal",FALSE
Jeffrey Marder,Ambassador to ?Dominican Republic??,Ambassador,"Marder, Jeffrey","Marder, Jeffrey",FALSE
Jennifer MacIntyre,Ambassador to ?Trinidad and Tobago  ??,Ambassador,"MacIntyre, Jennifer","MacIntyre, Jennifer",FALSE
Joanne Lemay,Ambassador to ?United Kingdom  ??,Ambassador,"Lemay, Joanne","Lemay, Joanne",FALSE
John R. Kur,Ambassador to ?Pakistan  ??,Ambassador,"Kur, John","Kur, John",FALSE
Jon Allen,Ambassador to ?United Nations (New York City)??,Ambassador,"Allen, Jon","Allen, Jon",FALSE
Jonathan Fried,Ambassador to ?China??,Ambassador,"Fried, Jonathan","Fried, Jonathan",FALSE
Judith St. George,Ambassador to ?Singapore??,Ambassador,"St.George, Judith","St.George, Judith",FALSE
Kenneth Macartney,Ambassador to ?Lebanon??,Ambassador,"Macartney, Kenneth","Macartney, Kenneth",FALSE
Lisa Helfand,Ambassador to Organization for Security and Cooperation in Europe??,Ambassador,"Helfand, Lisa","Helfand, Lisa",FALSE
Louis de Lorimier,Ambassador to ?Mongolia??,Ambassador,"Lorimier, Louis","Lorimier, Louis",FALSE
Louise LaRocque,Ambassador to ??,Ambassador,"LaRocque, Louise","LaRocque, Louise",FALSE
Mackenzie Clugston,Ambassador to ?Brazil??,Ambassador,"Clugston, Mackenzie","Clugston, Mackenzie",FALSE
Marcel Gaumond,Ambassador to ?Albania??,Ambassador,"Gaumond, Marcel","Gaumond, Marcel",FALSE
Marie Gervais-Vidricaire,Ambassador to ?Netherlands??,Ambassador,"Gervais-Vidricaire, Marie","Gervais-Vidricaire, Marie",FALSE
Mark Bailey,Ambassador to ?Portugal??,Ambassador,"Bailey, Mark","Bailey, Mark",FALSE
Mark McDowell,Ambassador to ??Switzerland??,Ambassador,"McDowell, Mark","McDowell, Mark",FALSE
Michael Grant,Ambassador to ??,Ambassador,"Grant, Michael","Grant, Michael",FALSE
Neil Reeder,Ambassador to ??,Ambassador,"Reeder, Neil","Reeder, Neil",FALSE
Nicole Giles,Ambassador to ??,Ambassador,"Giles, Nicole","Giles, Nicole",FALSE
Otto Jelinek,Ambassador to ??,Ambassador,"Jelinek, Otto","Jelinek, Otto",FALSE
Pamela O'Donnell,Ambassador to World Trade Organization??,Ambassador,"O'Donnell, Pamela","O'Donnell, Pamela",FALSE
Patricia Fortier,Ambassador to ?Malaysia  ??,Ambassador,"Fortier, Patricia","Fortier, Patricia",FALSE
Patricia Fuller,Ambassador to ?Taiwan ???,Ambassador,"Fuller, Patricia","Fuller, Patricia",FALSE
Patrick Parisot,Ambassador to ?Sweden??,Ambassador,"Parisot, Patrick","Parisot, Patrick",FALSE
Perry Calderwood,Ambassador to ?Ireland??,Ambassador,"Calderwood, Perry","Calderwood, Perry",FALSE
Peter McGovern,Ambassador to ?France??,Ambassador,"McGovern, Peter","McGovern, Peter",FALSE
Philip Calvert,Ambassador to ?Hungary??,Ambassador,"Calvert, Philip","Calvert, Philip",FALSE
Philippe Beaulne,Ambassador to ?Mali??,Ambassador,"Beaulne, Philippe","Beaulne, Philippe",FALSE
Pierre Giroux,Ambassador to ?Burkina Faso??,Ambassador,"Giroux, Pierre","Giroux, Pierre",FALSE
Richard Hanley,Ambassador to ??,Ambassador,"Hanley, Richard","Hanley, Richard",FALSE
Robert Ready,Ambassador to ?Japan??,Ambassador,"Ready, Robert","Ready, Robert",FALSE
Sandra McCardell,Ambassador to ?Brunei  ??,Ambassador,"McCardell, Sandra","McCardell, Sandra",FALSE
S?bastien Beaulieu,Ambassador to ?Germany??,Ambassador,"Beaulieu, S?bastien","Beaulieu, S?bastien",FALSE
Shawn Barber,Ambassador to ?Austria??,Ambassador,"Barber, Shawn","Barber, Shawn",FALSE
Shawn Steil,Ambassador to ?Burma??,Ambassador,"Steil, Shawn","Steil, Shawn",FALSE
Shelley Whiting,Ambassador to ?Cuba??,Ambassador,"Whiting, Shelley","Whiting, Shelley",FALSE
Stewart Beck,Ambassador to ?Libya??,Ambassador,"Beck, Stewart","Beck, Stewart",FALSE
Stewart Wheeler,Ambassador to ??,Ambassador,"Wheeler, Stewart","Wheeler, Stewart",FALSE
Stuart Savage,Ambassador to ?Philippines??,Ambassador,"Savage, Stuart","Savage, Stuart",FALSE
Tom MacDonald,Ambassador to ??,Ambassador,"MacDonald, Tom","MacDonald, Tom",FALSE
Wendy Drukier,Ambassador to ?Czech Republic??,Ambassador,"Drukier, Wendy","Drukier, Wendy",FALSE
Douglas George,Ambassador to ?Ecuador??,Ambassador,"George, Douglas","George, Douglas",FALSE
Ferry de Kerkhove,Ambassador to ??,Ambassador,"Kerkhove, Ferry","Kerkhove, Ferry",FALSE
Gary Doer,Ambassador to ?Chile??,Ambassador,"Doer, Gary","Doer, Gary",FALSE
Gordon Campbell,Ambassador to ?Panama??,Ambassador,"Campbell, Gordon","Campbell, Gordon",FALSE
Guillermo Rishchynski,Ambassador to ?Algeria??,Ambassador,"Rishchynski, Guillermo","Rishchynski, Guillermo",FALSE
Guy Saint-Jacques,Ambassador to ??,Ambassador,"Saint-Jacques, Guy","Saint-Jacques, Guy",FALSE
Hilary Childs-Adams,Ambassador to ??,Ambassador,"Childs-Adams, Hilary","Childs-Adams, Hilary",FALSE
J. Gregory Goldhawk,Ambassador to ??,Ambassador,"Goldhawk, Gregory","Goldhawk, Gregory",FALSE
J. Ian Burchett,Ambassador to ?Senegal??,Ambassador,"Burchett, Ian","Burchett, Ian",FALSE
James Fox,Ambassador to ?El Salvador??,Ambassador,"Fox, James","Fox, James",FALSE
James Lambert,Ambassador to ??,Ambassador,"Lambert, James","Lambert, James",FALSE
John Morrison,Ambassador to ?Bangladesh??,Ambassador,"Morrison, John","Morrison, John",FALSE
Kathleen Mackay,Ambassador to ??,Ambassador,"Mackay, Kathleen","Mackay, Kathleen",FALSE
Kevin Vickers,Ambassador to ??,Ambassador,"Vickers, Kevin","Vickers, Kevin",FALSE
Lawrence Cannon,Ambassador to ?Morocco??,Ambassador,"Cannon, Lawrence","Cannon, Lawrence",FALSE
Louis-Robert Daigle,Ambassador to ?Mexico??,Ambassador,"Daigle, Louis-Robert","Daigle, Louis-Robert",FALSE
Matthew Levin,Ambassador to ?Tunisia??,Ambassador,"Levin, Matthew","Levin, Matthew",FALSE
Michael Small,Ambassador to ?Mozambique  ??,Ambassador,"Small, Michael","Small, Michael",FALSE
Patricia Langan-Torell,Ambassador to ?Kazakhstan??,Ambassador,"Langan-Torell, Patricia","Langan-Torell, Patricia",FALSE
Robert McDougall,Ambassador to ??,Ambassador,"McDougall, Robert","McDougall, Robert",FALSE
Roman Waschuk,Ambassador to ??,Ambassador,"Waschuk, Roman","Waschuk, Roman",FALSE
Sara Hradecky,Ambassador to ?Iceland??,Ambassador,"Hradecky, Sara","Hradecky, Sara",FALSE
Troy Lulashnyk,Ambassador to ??,Ambassador,"Lulashnyk, Troy","Lulashnyk, Troy",FALSE
Vivian Bercovici,Ambassador to ??,Ambassador,"Bercovici, Vivian","Bercovici, Vivian",FALSE
Yves Brodeur,Ambassador to ?Ukraine??,Ambassador,"Brodeur, Yves","Brodeur, Yves",FALSE
Yves Gagnon,Ambassador to ?Israel??,Ambassador,"Gagnon, Yves","Gagnon, Yves",FALSE
Andr?e Cooligan,Ambassador to ??,Ambassador,"Cooligan, Andr?e","Cooligan, Andr?e",FALSE
Barbara Richardson,Ambassador to ?NATO??,Ambassador,"Richardson, Barbara","Richardson, Barbara",FALSE
Caroline Chr?tien,Ambassador to ??,Ambassador,"Chr?tien, Caroline","Chr?tien, Caroline",FALSE
Beverley McLachlin,Supreme Court of Canada,Supreme Court of Canada,"McLachlin, Beverley","McLachlin, Beverley",FALSE
Rosalie Abella,Supreme Court of Canada,Supreme Court of Canada,"Abella, Rosalie","Abella, Rosalie",FALSE
Thomas Cromwell,Supreme Court of Canada,Supreme Court of Canada,"Cromwell, Thomas","Cromwell, Thomas",FALSE
Michael Moldaver,Supreme Court of Canada,Supreme Court of Canada,"Moldaver, Michael","Moldaver, Michael",FALSE
Andromache Karakatsanis,Supreme Court of Canada,Supreme Court of Canada,"Karakatsanis, Andromache","Karakatsanis, Andromache",FALSE
Richard Wagner,Supreme Court of Canada,Supreme Court of Canada,"Wagner, Richard","Wagner, Richard",FALSE
Cl?ment Gascon,Supreme Court of Canada,Supreme Court of Canada,"Gascon, Cl?ment","Gascon, Cl?ment",FALSE
Suzanne C?t?,Supreme Court of Canada,Supreme Court of Canada,"C?t?, Suzanne","C?t?, Suzanne",FALSE
Russell Brown,Supreme Court of Canada,Supreme Court of Canada,"Brown, Russell","Brown, Russell",FALSE
Joe E. Hershfield,Tax Court of Canada,Tax Court of Canada,Joe E. Hershfield,"Hershfield, Joe",FALSE
Don R. Sommerfeldt,Tax Court of Canada,Tax Court of Canada,Don R. Sommerfeldt,"Sommerfeldt, Don",FALSE
Guy R. Smith,Tax Court of Canada,Tax Court of Canada,Guy R. Smith,"Smith, Guy",FALSE
John A. O'Keefe *,Federal Court Judge,Federal Court Judge,John A. O'Keefe,"O'Keefe, John",FALSE
Sean J. Harrington *,Federal Court Judge,Federal Court Judge,Sean J. Harrington,"Harrington, Sean",FALSE
Anne L. Mactavish,Federal Court Judge,Federal Court Judge,Anne L. Mactavish,"Mactavish, Anne",FALSE
Yves de Montigny,Federal court of appeal,Federal court of appeal,Yves de Montigny,"Montigny, Yves",FALSE
John R. Owen,Tax Court of Canada,Tax Court of Canada,John R. Owen,"Owen, John",FALSE
Roger T. Hughes,Federal Court Judge,Federal Court Judge,Roger T. Hughes,"Hughes, Roger",FALSE
Peter B. Annis,Federal Court Judge,Federal Court Judge,Peter B. Annis,"Annis, Peter",FALSE
Henry S. Brown,Federal Court Judge,Federal Court Judge,Henry S. Brown,"Brown, Henry",FALSE
Keith M. Boswell,Federal Court Judge,Federal Court Judge,Keith M. Boswell,"Boswell, Keith",FALSE
David W. Stratas,Federal court of appeal,Federal court of appeal,David W. Stratas,"Stratas, David",FALSE
Wyman W. Webb,Federal court of appeal,Federal court of appeal,Wyman W. Webb,"Webb, Wyman",FALSE
David G. Near,Federal court of appeal,Federal court of appeal,David G. Near,"Near, David",FALSE
Frank J. Pizzitelli,Tax Court of Canada,Tax Court of Canada,Frank J. Pizzitelli,"Pizzitelli, Frank",FALSE
David E. Graham,Tax Court of Canada,Tax Court of Canada,David E. Graham,"Graham, David",FALSE
Henry A. Visser,Tax Court of Canada,Tax Court of Canada,Henry A. Visser,"Visser, Henry",FALSE
Brian J. Porter,"President and CEO, Scotiabank, Toronto, Ontario",Advisory Council for Canada?s Global Markets Action Plan (GMAP),Brian J. Porter,"Porter, Brian",FALSE
Sandra J. Simpson *,Federal Court Judge,Federal Court Judge,Sandra J. Simpson,"Simpson, Sandra",FALSE
Robert L. Barnes,Federal Court Judge,Federal Court Judge,Robert L. Barnes,"Barnes, Robert",FALSE
Russel W. Zinn,Federal Court Judge,Federal Court Judge,Russel W. Zinn,"Zinn, Russel",FALSE
Cecily Y. Strickland,Federal Court Judge,Federal Court Judge,Cecily Y. Strickland,"Strickland, Cecily",FALSE
George R. Locke,Federal Court Judge,Federal Court Judge,George R. Locke,"Locke, George",FALSE
Donald J. Rennie,Federal court of appeal,Federal court of appeal,Donald J. Rennie,"Rennie, Donald",FALSE
Mary J.L. Gleason,Federal court of appeal,Federal court of appeal,Mary J.L. Gleason,"Gleason, Mary",FALSE
Gerald J. Rip*,Tax Court of Canada,Tax Court of Canada,Gerald J. Rip,"Rip, Gerald",FALSE
Steven K. D'Arcy,Tax Court of Canada,Tax Court of Canada,Steven K. D'Arcy,"D'Arcy, Steven",FALSE
Donald R. Lindsay,"President and CEO, Teck Resources Ltd., Vancouver, British Columbia",Advisory Council for Canada?s Global Markets Action Plan (GMAP),Donald R. Lindsay,"Lindsay, Donald",FALSE
Douglas R. Campbell *,Federal Court Judge,Federal Court Judge,Douglas R. Campbell,"Campbell, Douglas",FALSE
Michael L. Phelan,Federal Court Judge,Federal Court Judge,Michael L. Phelan,"Phelan, Michael",FALSE
Leonard S. Mandamin,Federal Court Judge,Federal Court Judge,Leonard S. Mandamin,"Mandamin, Leonard",FALSE
Michael D. Manson,Federal Court Judge,Federal Court Judge,Michael D. Manson,"Manson, Michael",FALSE
Glennys L. McVeigh,Federal Court Judge,Federal Court Judge,Glennys L. McVeigh,"McVeigh, Glennys",FALSE
B. Richard Bell,Federal Court Judge,Federal Court Judge,B. Richard Bell,"Bell, B.",FALSE
Richard F. Southcott,Federal Court Judge,Federal Court Judge,Richard F. Southcott,"Southcott, Richard",FALSE
Eleanor R. Dawson,Federal court of appeal,Federal court of appeal,Eleanor R. Dawson,"Dawson, Eleanor",FALSE
C. Michael Ryer,Federal court of appeal,Federal court of appeal,C. Michael Ryer,"Ryer, C.",FALSE
Andr? F.J. Scott,Federal court of appeal,Federal court of appeal,Andr? F.J. Scott,"Scott, Andr?",FALSE
Patrick J. Boyle,Tax Court of Canada,Tax Court of Canada,Patrick J. Boyle,"Boyle, Patrick",FALSE
Randall S. Bocock,Tax Court of Canada,Tax Court of Canada,Randall S. Bocock,"Bocock, Randall",FALSE
"Suzanne M. Beno""t",APEC Advisory Council,APEC Advisory Council,"Suzanne M. Beno""t","Beno""t, Suzanne",FALSE
Michel M.J. Shore,Federal Court Judge,Federal Court Judge,Michel M.J. Shore,"Shore, Michel",FALSE
Campbell J. Miller,Tax Court of Canada,Tax Court of Canada,Campbell J. Miller,"Miller, Campbell",FALSE
Kathleen T. Lyons,Tax Court of Canada,Tax Court of Canada,Kathleen T. Lyons,"Lyons, Kathleen",FALSE
James Bruce Flatt,"Chief Executive Officer, Brookfield Asset Management Inc., Toronto, Ontario",Advisory Council for Canada?s Global Markets Action Plan (GMAP),James Bruce Flatt,"Flatt, James",FALSE
Catherine M. Kane,Federal Court Judge,Federal Court Judge,Catherine M. Kane,"Kane, Catherine",FALSE
Robert James Hogan,Tax Court of Canada,Tax Court of Canada,Robert James Hogan,"Hogan, Robert",FALSE
Justice Patrick K. Gleeson,Federal Court Judge,Federal Court Judge,Justice Patr Gleeson,"Gleeson, Justice",FALSE
E. Susan Elliott,Federal Court Judge,Federal Court Judge,Susan Elliott,"Elliott, Susan",FALSE
Marc Nadon *,Federal court of appeal,Federal court of appeal,Marc Nadon,"Nadon, Marc",FALSE
J.D. Denis Pelletier *,Federal court of appeal,Federal court of appeal,Denis Pelletier,"Pelletier, Denis",FALSE
Dolores Hansen *,Federal Court Judge,Federal Court Judge,Dolores Hansen,"Hansen, Dolores",FALSE
Michel Beaudry *,Federal Court Judge,Federal Court Judge,Michel Beaudry,"Beaudry, Michel",FALSE
Johanne Trudel *,Federal court of appeal,Federal court of appeal,Johanne Trudel,"Trudel, Johanne",FALSE
"Janice MacKinnon, Chair",Economic Advisory Council,Economic Advisory Council,Janice MacKinnon,"MacKinnon, Janice",FALSE
Danièle Tremblay-Lamer *,Federal Court Judge,Federal Court Judge,Danièle Tremblay-Lamer,"Tremblay-Lamer, Danièle",FALSE
Elizabeth Heneghan,Federal Court Judge,Federal Court Judge,Elizabeth Heneghan,"Heneghan, Elizabeth",FALSE
Luc Martineau,Federal Court Judge,Federal Court Judge,Luc Martineau,"Martineau, Luc",FALSE
Simon No'l,Federal Court Judge,Federal Court Judge,Simon No'l,"No'l, Simon",FALSE
James Russell,Federal Court Judge,Federal Court Judge,James Russell,"Russell, James",FALSE
James O'Reilly,Federal Court Judge,Federal Court Judge,James O'Reilly,"O'Reilly, James",FALSE
Richard Mosley,Federal Court Judge,Federal Court Judge,Richard Mosley,"Mosley, Richard",FALSE
Jocelyne Gagn?,Federal Court Judge,Federal Court Judge,Jocelyne Gagn?,"Gagn?, Jocelyne",FALSE
Yvan Roy,Federal Court Judge,Federal Court Judge,Yvan Roy,"Roy, Yvan",FALSE
Ren? LeBlanc,Federal Court Judge,Federal Court Judge,Ren? LeBlanc,"LeBlanc, Ren?",FALSE
Martine St-Louis,Federal Court Judge,Federal Court Judge,Martine St-Louis,"St-Louis, Martine",FALSE
Alan Diner,Federal Court Judge,Federal Court Judge,Alan Diner,"Diner, Alan",FALSE
Simon Fothergill,Federal Court Judge,Federal Court Judge,Simon Fothergill,"Fothergill, Simon",FALSE
Denis Gascon,Federal Court Judge,Federal Court Judge,Denis Gascon,"Gascon, Denis",FALSE
Robin Camp,Federal Court Judge,Federal Court Judge,Robin Camp,"Camp, Robin",FALSE
Sylvie Roussel,Federal Court Judge,Federal Court Judge,Sylvie Roussel,"Roussel, Sylvie",FALSE
Johanne Gauthier,Federal court of appeal,Federal court of appeal,Johanne Gauthier,"Gauthier, Johanne",FALSE
Richard Boivin,Federal court of appeal,Federal court of appeal,Richard Boivin,"Boivin, Richard",FALSE
Pierre Archambault*,Tax Court of Canada,Tax Court of Canada,Pierre Archambault*,"Archambault, Pierre",FALSE
Alain Tardif*,Tax Court of Canada,Tax Court of Canada,Alain Tardif*,"Tardif, Alain",FALSE
Diane Campbell,Tax Court of Canada,Tax Court of Canada,Diane Campbell,"Campbell, Diane",FALSE
Brent Paris,Tax Court of Canada,Tax Court of Canada,Brent Paris,"Paris, Brent",FALSE
Judith Woods,Tax Court of Canada,Tax Court of Canada,Judith Woods,"Woods, Judith",FALSE
R?al Favreau,Tax Court of Canada,Tax Court of Canada,R?al Favreau,"Favreau, R?al",FALSE
Gaston Jorr?,Tax Court of Canada,Tax Court of Canada,Gaston Jorr?,"Jorr?, Gaston",FALSE
Valerie Miller,Tax Court of Canada,Tax Court of Canada,Valerie Miller,"Miller, Valerie",FALSE
Johanne D'Auray,Tax Court of Canada,Tax Court of Canada,Johanne D'Auray,"D'Auray, Johanne",FALSE
Dominique Lafleur,Tax Court of Canada,Tax Court of Canada,Dominique Lafleur,"Lafleur, Dominique",FALSE
Sylvain Ouimet,Tax Court of Canada,Tax Court of Canada,Sylvain Ouimet,"Ouimet, Sylvain",FALSE
Philip Leong,APEC Advisory Council,APEC Advisory Council,Philip Leong,"Leong, Philip",FALSE
Deborah Close,APEC Advisory Council,APEC Advisory Council,Deborah Close,"Close, Deborah",FALSE
John Bradlow,Economic Advisory Council,Economic Advisory Council,John Bradlow,"Bradlow, John",FALSE
Bonnie Brooks,Economic Advisory Council,Economic Advisory Council,Bonnie Brooks,"Brooks, Bonnie",FALSE
Peter Brown,Economic Advisory Council,Economic Advisory Council,Peter Brown,"Brown, Peter",FALSE
Paul Desmarais,Economic Advisory Council,Economic Advisory Council,Paul Desmarais,"Desmarais, Paul",FALSE
Murray Edwards,Economic Advisory Council,Economic Advisory Council,Murray Edwards,"Edwards, Murray",FALSE
Monique Leroux,Economic Advisory Council,Economic Advisory Council,Monique Leroux,"Leroux, Monique",FALSE
Donald Lindsay,Economic Advisory Council,Economic Advisory Council,Donald Lindsay,"Lindsay, Donald",FALSE
